epoch,loss,reward,accuracy,timestamp
1,0.0,-5,11.11111111111111,2025-04-05 08:39:08
2,0.0,-3,33.33333333333333,2025-04-05 08:39:08
3,0.0,-6,11.11111111111111,2025-04-05 08:39:08
4,0.0,-3,33.33333333333333,2025-04-05 08:39:08
5,0.0,0,33.33333333333333,2025-04-05 08:39:08
6,0.0,-7,11.11111111111111,2025-04-05 08:39:08
7,0.0,-6,0.0,2025-04-05 08:39:08
8,635.2165850003561,-7,11.11111111111111,2025-04-05 08:39:09
9,472.81307305230035,-2,33.33333333333333,2025-04-05 08:39:10
10,381.34205457899304,-1,44.44444444444444,2025-04-05 08:39:10
11,336.66786702473956,5,77.77777777777779,2025-04-05 08:39:10
12,320.9543643527561,1,55.55555555555556,2025-04-05 08:39:10
13,262.6505635579427,-2,11.11111111111111,2025-04-05 08:39:10
14,212.93035210503473,0,44.44444444444444,2025-04-05 08:39:10
15,225.44346872965494,-1,55.55555555555556,2025-04-05 08:39:10
16,241.2483673095703,-6,11.11111111111111,2025-04-05 08:39:10
17,252.1814490424262,-3,33.33333333333333,2025-04-05 08:39:10
18,283.09636942545575,-1,22.22222222222222,2025-04-05 08:39:10
19,286.61514451768664,6,77.77777777777779,2025-04-05 08:39:10
20,307.2178734673394,-1,22.22222222222222,2025-04-05 08:39:10
21,336.84523010253906,0,44.44444444444444,2025-04-05 08:39:10
22,293.41529168023004,-1,33.33333333333333,2025-04-05 08:39:10
23,318.778576321072,2,55.55555555555556,2025-04-05 08:39:10
24,285.0527920193142,-7,22.22222222222222,2025-04-05 08:39:10
25,302.49561564127606,7,88.88888888888889,2025-04-05 08:39:10
26,272.680896335178,2,66.66666666666666,2025-04-05 08:39:10
27,313.3207719590929,-9,11.11111111111111,2025-04-05 08:39:10
28,340.4305640326606,-4,33.33333333333333,2025-04-05 08:39:10
29,313.6158464219835,-2,11.11111111111111,2025-04-05 08:39:10
30,321.42144266764325,-3,55.55555555555556,2025-04-05 08:39:10
31,303.39906819661456,0,22.22222222222222,2025-04-05 08:39:10
32,304.57272169325086,-4,33.33333333333333,2025-04-05 08:39:10
33,330.18925136990015,-3,11.11111111111111,2025-04-05 08:39:10
34,313.68225945366754,-5,11.11111111111111,2025-04-05 08:39:10
35,322.4729224310981,-2,11.11111111111111,2025-04-05 08:39:10
36,324.9023912217882,-2,33.33333333333333,2025-04-05 08:39:10
37,297.24788581000433,-5,0.0,2025-04-05 08:39:10
38,309.3928392198351,-4,0.0,2025-04-05 08:39:10
39,302.5304896036784,-7,0.0,2025-04-05 08:39:10
40,269.5670166015625,0,22.22222222222222,2025-04-05 08:39:10
41,310.54254574245874,-5,22.22222222222222,2025-04-05 08:39:10
42,286.40002780490454,-6,22.22222222222222,2025-04-05 08:39:10
43,308.86881849500867,-10,0.0,2025-04-05 08:39:11
44,357.17772420247394,-3,0.0,2025-04-05 08:39:11
45,345.2837422688802,4,55.55555555555556,2025-04-05 08:39:11
46,378.8507147894965,-12,0.0,2025-04-05 08:39:11
47,359.76036580403644,-6,11.11111111111111,2025-04-05 08:39:11
48,395.38332112630206,-8,11.11111111111111,2025-04-05 08:39:11
49,405.2403869628906,-5,22.22222222222222,2025-04-05 08:39:11
50,456.4958902994792,-1,0.0,2025-04-05 08:39:11
